Company,PS_Num,Category,Domain,PS_Title,PS_Desc,Youtube,DataSet
Department of Science and Technology,PR183,Hardware,Healthcare & Biomedical Devices,Non-invasive Glucometer,"
 India is Diabetic Capital of the World. India has the highest number of diabetics of any one country in the entire world. Over 30 million have now been diagnosed with diabetes in India. In rural areas, the prevalence is approximately 3 per cent of the total population, the urban areas it is expected to be 9 per cent. 
Persons suffering with diabetes have to constantly monitor their blood sugar levels and take insulin accordingly. Till now the glucometers are invasive and the process is painful. We have seen devices like Pulse Oxy-meters which are convenient to use and give accurate readings for oxygen levels (SPO2) in blood. Having a Glucometer just like Pulse-oxymeters, which is non-invasive & accurate is a big requirement and has a huge market. 
The Challenge posted is for having a Glucometer just like Pulse-oxymeters.
Major expectations from the device
-	Non-invasive, Battery operated
-	Small and easy to use with minimal cost of consumables (if any)
-	Cost effective 
-	Robust
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB185,Software,Software - Mobile App development,Design of GPS enabled online Academic monitoring system to track the classroom transaction and to provide feedback and the review to the teachers to improve their pedagogical practices by the monitoring authorities.,"
 To make learning a serious goal classroom transaction needs to be improved. To bring in paradigm shift, the teacher needs feedback, review and support.

In the existing system, there is no check for visit compliance.
Visit reports are done on paper and half chance subjectivity.
No data is available pertaining to visits for supporting the teacher to make data driven decision, for example training diagnosing the pedagogical issues, curriculum revision etc.
In this context, we need the platform for automating the monitoring   process.

Requirements:
1.	A mobile-based application needs to be developed which can be accessed on any mobile operating system like Android, Apple etc.

2.	Application should be capable of capturing the GPS location of the user.

3.	The app should have pre-defined questionnaire that should be used by the visiting officers for rating the quality of teaching.

4.	A website should be developed to upload the visit reports.

5.	A dash board based on the website should be provided  to generate various reports based on the class room observation data.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB186,Software,Smart Communication,solutions required to solve the challenges faced by Law Investigating Officers (LEOs) in Cyber Crimes:,"
 1) Mechanism / tool that retrieves the information relating to transmission of a disputed posting and immediate deletion of the same within no time from WhatsApp messenger.

2) Mechanism / tool that capture the GPS coordinates & other credentials of certain message / posting posted using WhatsApp / Facebook and other messaging APPs.

3) Mechanism / tool that retrieves the initial user of certain posting in WhatsApp and Facebook using message ID.

4) Mechanism / tool that pings any social media account and capture the IP address and other credentials associated with that account.

5) Mechanism / tool / device that sends a signal to the target mobile and calculate the distance and direction from the source.

Contact: Superintendent of Police, Cyber Crimes, CID

email id: cybercrimes-cid@ap.gov.in
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB187,Hardware,Clean Water,solutions required to address challenges faced in clean water supply,"
 1) An online system monitoring water quality, leaks, and contamination of drinking water in transmission network and managing pipeline network i.e. Synchronisation of pipeline networks, pumping stations and energy management

2) An online system monitoring residual chlorine at end points

3) A mechanism for Equal quantity of water distribution at all consumer ends

4) Cost-effective mechanism to treat waste water in small villages

Contact: M. V. S. R. Krishna Murthy, Asst. Chemist, State Level Water Testing Laboratory

email id: mudigonda63@gmail.com
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB189,Software,Sustainable Environment,APPCB looks forward to bringing in all polluting industries in the state to enhance the existing system more transparent and effective monitoring of emissions and effluents.  APPCB envisages implementing Internet of Things (loT) technology for obtaining of authentic and reliable data directly from the analyzers installed at the industry rather than the data from the intermediary system.,"
 Andhra Pradesh Pollution Control Board (APPCB) is a statutory organization entrusted to implement Environmental Laws and control pollution in the state of Andhra Pradesh through regulations.

APPCB is presently using cloud-based software to connect all the analyzers installed at the industries to obtain real time data. The data received is analyzed to monitor the exceedances against the prescribed standards for each industry. APPCB looks forward to bringing in all polluting industries in the state to enhance the existing system more transparent and effective monitoring of emissions and effluents.

As an extensively modernizing state, Andhra Pradesh is developing its industrial sector vigorously. Industries being significant source of both emission and effluents, are required to be monitored stringent monitoring. 

APPCB uses monitoring tools namely Continuous Emission Monitoring System (CEMS) and Continuous Effluent Quality Monitoring System (CEQMS) to check release of polluting emission and effluent to the environment. CEMS and CEQMS comprises analytical components and are continuous real time tools, providing monitoring data every minute.

Although there is a system of real time monitoring of polluting emissions and effluents from industries, APPCB is trying to develop a more efficient system that can provide authentic Continuous Emission Monitoring System (CEMS) and Continuous Effluent Quality Monitoring System (CEQMS). CEMS and CEQMS are calibrated in such a way that it collates data from different types of industries falling under different make and model as well as pollution category. Since each industrial sector under each pollution category may have set emission and effluent standards as prescribed by Central Pollution Control Board (CPCB) or standardized by APPCB as per the local environmental conditions, ensuring reliability and consistency of the data received through CEMS and CEQMS are important.

Other areas of improvement for implementation of CEMS/CEQMS are as follows: Ensuring quality assurance of equipment and suitable technology, most reliable method of installation of analyzers, effectual reliable operation, ensuring credible data, viable data transfer calibration and maintenance of the equipment etc.

Additionally, enhancement of the existing online monitoring system is also required for development of an unswerving emission and effluent database for the state of Andhra Pradesh. Above mentioned are the need of the hour for Andhra Pradesh state as 13 town/cities in the state are already listed in the list of Non-Attainment cities w.r.t air pollution and five river stretches are categorized as polluted. It is crucial for APPCB as the key regulatory agency for pollution in the state.

Current System using in detailed:
Andhra Pradesh Pollution Control Board uses cloud-based software to connect all the analyzers installed at the industries to obtain real time data. The data received is analyzed to monitor the exceedances against the prescribed standards for each industry. APPCB looks forward to bringing in all polluting industry categories existing in the state to be adequately monitored to check pollution in the long run.

Significant indicators taken into consideration under CEMS are the emission and effluent quality standard limits as prescribed by the Board based on the industry type, category, local conditions and the characteristics of the emission and effluents by the industry.

APPCB envisages implementing Internet of Things (loT) technology for obtaining of authentic and reliable data directly from the analyzers installed at the industry rather than the data from the intermediary system.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
All India Institute of Ayurveda - Ministry of AYUSH,DA190,Hardware,Healthcare & Biomedical Devices,Automated Basti (Enema) Preparation machine,"
 Brief concept behind the problem statement - Niruha Basti (Medicated Enema) is a uniform mixture of Honey, Salt, Sneha (Oil/Ghee), Kalka (Herbal paste) and Kwatha (Herbal Decoction).
The ingredients of basti dravya are to be mixed in specific order to obtain the perfect mixture. 
Honey and rock salt were mixed together in the beginning followed by addition of Sesame oil. This mixture was then thoroughly mixed. The finely wet grinded paste of Herbal drugs was then mixed in it thoroughly. The decoction of herbal drugs is then added to it and the mixture was subjected to thorough churning in a domestic mixer to produce a homogeneous mixture. The mixture thus produced acquires a physical state of emulsion.
Solution – 
If there can be an AUTOMATIC BASTI BLENDER for crushing and blending basti or enema ingredients with base/bowl  made of wood/metal/ceramic/granite with heavy pestle connected to machine that rotates automatically around the base at a specific speed 
There should be separate sections of main 5 ingredients i.e, honey, salt, oil, paste of drug and decoction of drug.
The automatic blender should be pre- programmed for each ingredient to be instilled into the bowl/mortar in a specific measurable amount ( as per the percentage of each ingredient required in the final product) automatically at a specific interval with the help of a set self- timer attched into it.
This will not only help making Basti/ Enema conveniently but also will  prevent individual differences in final Basti by making a standard final manufactured Basti.
","
 https://youtu.be/Z7ySoQISqj0
","
                                                                                                                       NA
                                                                                                                                                                                "
All India Institute of Ayurveda - Ministry of AYUSH,DA192,Software,Software - Mobile App development,App for online OPD appointment & Hospital Information System,"
 An Google/iOS application has to be developed for booking an online appointment for Out patient consultation at hospital 
The app should be having a feature to be integrated with existing Integrated Hospital Management System which is developed in .net & SQL environment
","
 https://youtu.be/uTsTEiQAJag
","
                                                                                                                       NA
                                                                                                                                                                                "
All India Institute of Ayurveda - Ministry of AYUSH,DA193,Hardware,Healthcare & Biomedical Devices,"Virtual reality (VR) for Yoga-Asana, Meditation","
 Yoga & Meditation – An essential daily Routine
Need Motivation and proper environment.Problem Statement – Need Instructor & Calm environment
Solution 
A virtual reality device can be made which features different modes of tratak like spot,candle etc.
This device will help in better concentration  as it will provide soothing environment.
Yogasana can be performed well in this environment . VR software requirement: The VR Experience should be able to provide the virtual tour of interiors of yoga hall. The participant should be able to move around and do Yogasana. The VR Experience should be smooth.
","
 https://youtu.be/TnM5uZzStQg
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB194,Software,Agriculture and Rural Development,Livestock Ownership Database,"
 Livestock holdings are extremely fluid in nature. Ownership changes through sale and migration across different geographical areas confound the efforts to arrive at accurate estimations. Identification of livestock through suitable methods and regular recording of births, deaths and sale reduces the gap between actual and estimated values. So far, A.P. Animal Husbandry Department did not have any such software application. Hence, an app in this direction would be of potential use to the Department. Problem is : All India livestock census data base to design suitable fields to capture the dynamic events in livestock population changes. App should (1) Provide facility to operators to add,modify,delete livestock details using suitable identification mechnism during birth, sale, death (2) provide officials access to data and stats across different geographical areas.Updated!
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB196,Software,Healthcare & Biomedical Devices,Livestock Health Database,"
 The animal health data base shall contribute to increased public awareness regarding the occurrence of diseases, so that further recurrence could be curtailed. The case sheet data base should be accessible to all the professionals and serve as a knowledge base for them. 
         The Medicines Requirements to treat different ailing animals and their availability in the nearby market when digitized , serve as guide to the manufacturers about the types of diseases prevalent and the kind of medicines in use, so that manufacturers might be able to tune up their production levels to meet the market demands. 
          

Problem Data set can be: Current veterinary drug indexes will help
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB198,Software,Smart Communication,Disease Reporting System,"
 Data base consisting of the details of an Outbreak in an area, the morbidity, mortality, the reparative and managemental measures adapted in controlling the disease, the diagnostic procedures or vaccination regimen followed shall serve as guide to sellers or buyers who come to that particular geographical area for livestock purchasing or migration from different place. The road, rail and see routes, the automobiles owners shall be alerted when they traverse through these areas for additional precautionary measures to curb the further spread of the disease. Used, Death, Birth, Census- Culled animals, Zoonotic incidences, (Text alerts to people and areas tangent the area of OBR), could be useful to prevent further recurrence and spread of zoonotic diseases, with potential to cause human deaths. The incidences could be recorded as zoonotic disease data base with particulars about number of human deaths occurred in area for future reference and guidance to design suitable policies.

          The information about diseases shall be published for public opinion and acceptance. For example, information published on the occurrence of Anthrax in sheep would alert other animal owners. This data base shall be linked with census data base, so that status of deaths during an outbreak shall be in the notice of the public. Thus unvaccinated animal owners shall be alerted through text messages to take-up vaccinations, so that further outbreaks may be averted.

Problem Data Set can be: Animal Husbandry Departmental  Animal disease diagnostic laboratories have relevant data
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK199,Software,Agriculture and Rural Development,Automatic Assessment of Pavement condition based on road photographs,"
 Works constructed under the PMGSY scheme are to be maintained by the contractor as per the PMGSY guidelines.
Pavement Condition Index is required to be performed to identify the road condition and further to take the
maintenance or upgradation of the work.
Through EMARG and PMGSY-III, NRIDA has collected a vast collection of pictures of roads. These pictures are
collected while doing inspection of roads or collection of PCI through visual inspections. An AI assisted module
would be able to automatically assess the picture and identify common issues such as shoulder clearance,
potholes, road furniture etc.
Requirement is of a solution where there should be a provision to capture the chainage wise pavement condition
index. Use of open source software and existing neural network is encouraged.
Train a machine learning model, computer vision etc. which is able to identify common issues with pavement based
on photograph(s) per road alone.
Data Required: Yes (Annotated images to be released by NRIDA) Data Required: Yes (Annotated images to be released by NRIDA)
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK200,Software,Software - Web App development,"Automation mechanism for image capturing, processing, standardization, evaluation, classification leading to better decision making results for various programs","
 Images are captured as part of validation/proof under various programs for separate reasons.

* Images of houses being constructed under PMAY-G, works/assets created under MGNREGA, PDFs (Placement documents, Offer letter,
Salary Slips etc.) being uploaded under DDUGKY validating proof of employment, Pictures of Works like Road Construction/Upgradation,
Drain Construction/Upgradation, Canal Irrigation Construction etc. under Rurban.PMGSY Program are captured.
Pics are majorly being uploaded through Mobile App having timestamp & geo tagged data. Physical verification/review of images is done for
each pic. Collectively, over 8 crore images have been collected in multiple DBs.

It is required that an automated solution (including Deep learning, image processing algorithms, AI algorithms etc.) be developed which is
able to automatically identify the type of image (preferred 3D capture), classify and segment, validate and categorize nature of image type,
identify the object, define boundaries etc. highlight duplicates (Plagiarism) , invalid pics etc. A software may be developed which at time of
photo capture is able to capture, analyse and classify pixels, read text (OCR, Google lens etc.) and help in defining type. Would be helpful if it
is able to calculate length, breadth, width (depth) etc. also.

A holistic solution (Automation) is required which can help address these gaps, simplify the process and provide better results. The solution
may reference 3D image (GIF), image processing technologies, image analysis, optimization, segmentation, and restoration, algorithm,
computer vision and image processing (CVIP) technologies etc. Would help if solution devised is light weight (size of photo capture) and using
open source tools.
Sample Data Required: No
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK202,Software,Software - Web App development,Streamlining of Reporting Framework for MGNREGA reports,"
 MGNREGA program houses a large volume of data on various parameters across the country (excess
of 50 TBs) consisting of year on year data starting primarily FY 2005-06 till date. As part of reporting
and monitoring activities, the program has a large and complex reporting framework consisting of
reports count in excess of 600 reports.
It is required that a solution be devised which is able to streamline the reporting process (generation
of reports) and is able to highlight/eliminate duplicate reports, properly categorize reports, highlight
high/medium/low importance reports etc.
An on the fly dynamic facility for generation of reports by selection required filters/parameters may
also be conceptualized, developed and implemented with minimal gaps and errors.
Sample Data Required: Yes (Reports, available in public domain)
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK203,Software,Software - Web App development,Intelligent attendance solution for MGNREGA workers,"
 Under MGNREGA, wage payment is made to workers doing unskilled work and subsequent creation of assets. A muster
roll is prepared (consisting of list of workers who are working on a particular asset/work ) and attendance is entered.
Based on no of days attended/worked, the payment is released.
Currently capturing of attendance is a manual process where a physical entry is made by the work supervisor and no
proper attendance tracking is done. There is no checking or effective/efficient verification process involved.
An intelligent attendance solution is desired to be developed (out of the box thinking will be appreciated ad not just
limited to a Mobile App based solution) which is feasible, less complex in implementation, address all challenges and
eliminates the gaps in current system promoting transparency and less corruption/fraudulent entries. The system
developed/proposed should be fool proof, preferred automated with minimal manual intervention. Latest technological
interventions (use of Advanced Analytics, BI, AI, Machine learning etc.) should be referenced for developing a state of
the art solution
Sample Data Required: No
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK204,Software,Software - Web App development,Geography based analysis for noise identification in large and complex data gathered,"
 Data at ground level is captured for various schemes across multiple parameters/indicators. This data is large
and consists of physical, financial, beneficiary, geographical details etc. under various schemes year on year.
Since different programs have different methods of data collection, many a times it has been observed that
data is not consistent, consists of erroneous entries etc.
A solution is required which is able to identify types of noise in data collected and also highlight
usage/propose implementation of best practices/latest technological interventions followed for data collection
and making data entry rectifications.
Sample Data Required: No
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK205,Software,Software - Web App development,Making websites meaningful for differently Abled citizens with open source tools,"
 Department of rural development is currently running several multiple schemes, sub-schemes and programs at a
national level primarily focusing on the development of rural poor. As part of it, it has housed several in-house
developed website/portals for information dissemination, reporting etc. for catering to varied needs including
information requirements of various applicable stakeholders.

It is required that the websites be made compliant towards the requirements and cater to needs of the
differently able citizens as well. E.g. text to speech, hearing impaired, speech impaired, visually challenged etc.
Features (technology enabled) to be introduced in website so that it is easy to use, readily accessible and
understandable and convenient to everyone including best practices/standards and global innovation
techniques. E.g. Google

Sample Data Required: No
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK206,Software,Software - Mobile App development,Non network intensive record keeping system for SHG,"
 Under DAY-NRLM program, financial assistance is provided to SHGs (Self help groups) to help mobilize
them, become self creating efficient and effective institutional platforms of the rural poor enabling
them to increase household income through sustainable livelihood enhancements and improved
access to financial services.

A lot of transactional related activities and data entry, reporting, monitoring and tracking is being
performed for over 5 crore SHG members (women) over 50 Lakh SHG groups.

Low network connectivity is a challenge for doing the data entry for various SHGs transaction at the
village level. A solution is required which is able to help perform the record keeping, data entries,
transactions capture at ground level itself (preferably real time) with less challenges and data gaps,
for the scheme even when there is low network connectivity.

Sample Data Required: No
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK207,Software,Agriculture and Rural Development,"One Nation – One Citizen – One Pension – Identify citizens receiving multiple benefits like pensions under different schemes of the centre and state, such as NPS, NSAP Schemes, PMSYM and State level schemes","
 Currently there are multiple programs through which a welfare scheme such as 'Pension' is
being disbursed to eligible citizens across the country. Many of these overlap and the
citizens get the benefits through multiple sources for the same purpose such as 'Pension'.
In addition to all this, there are a number of citizens who are deprived of such welfare
schemes and hence there needs to be a innovative approach to address such issues. As
per the Census 2011 data, out of 24.3 Crores households, 10.69 Crores households are
considered as deprived, while through NSAP only 3.26 Crore beneficiaries are covered.
Likewise, it is imperative to look at other welfare schemes and ensure all the deprived are
brought into the bracket.
Sample Data Required: Yes
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Rural Development,MK208,Software,Software - Web App development,"Mechanism for linking of works under convergence in Rurbanwith multiple DBs (e.g.: MGNREGS, PMUY, DDU-GKY, PMAY, SAGY etc.)","
 Multiple works in GPs are taken under Rurban through CGF Fund and Convergence
Fund and both are captured in Rurbansoft. But at present, there is no mechanism to
verify the works under convergence fund with works under other Convergence
schemes. There may be a need of linking of works under Rurban with works under
multiple convergence scheme DBs for verification of accuracy of actual works. We
need an interface where Rurban works under convergence can be mapped with
other convergence scheme DBs (through API or other technology).
Sample Data : No
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
NATIONAL CRIME RECORDS BUREAU,SK213,Software,Security & Surveillance,Artificial Intelligence (Al) and Machine Learning solutions for Police functions,"
 Artificial Intelligence (Al) and Machine Learning solutions for Police functions like Identity Resolution on disjoined databases, Natural Language Processing over Indian Languages, Speech to Text converters in Indian Languages, etc.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
NATIONAL CRIME RECORDS BUREAU,SK215,Software,Software - Mobile App development,Mobile Apps for Citizens and Police for management of crime records,"
 Mobile Apps for Citizens and Police for management of crime records, beats, resource allocation, form fillings, request for NOC, appointments etc
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
NATIONAL CRIME RECORDS BUREAU,SK216,Software,Security & Surveillance,Data Crawlers to collect data,"
 Data Crawlers to collect data on given Keywords from the web in areas of child and woman abuse, cyber bullying, pornography, etc.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB219,Software,Software - Web App development,Monitoring and Evaluation of Higher Educational Institutions in Andhra Pradesh,"
 Please see Attachment
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB220,Software,Software - Web App development,Develop a Students Grievance Support System.,"
 We are looking for a Students Grievance Support System. Expectations from software solution/webapp are: (1) It must be an easy access application, accesible to students, members of Student Grievance Redressal Committees, respective heads. (2) Students should be able to post complaints under different categories, Department Level, Institute/College Level and University Level. Again these categories would be subdivided among sub categories such as Admission, Finance, Examination, Lecture Timemable/Learning, Paper Re-Evealution, etc. (3) Members of Students Grievance Redressal Committee should be able to sort complains based on keywords. (4) The Portal should link students with respetive Department/Institutions/College and University Students Grievance Redressal Committees.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Government of Andhra Pradesh,KB222,Software,Software - Web App development,Design a single point securely hosted solution to seamlessly integrate disbursal of funds and related communication from both the Center and State w.r.t. Central Schemes for each of the Department,"
 We are looking for a single point securely hosted software solution to seamlessly integrate disbursal of funds and related communication from both the Center and State w.r.t. Central Schemes for each of the Department. Solution should (1) provide facility to automatically inform disbursement of funds to respective State Department for specific scheme (2) allow communication between officials of Centre and State for specific scheme of department (3) facility to add add/modify Schemes etc.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Railways,BB228,Software,Travel and Tourism,AI Based Reservation System,"
 Getting quicker and earliest booking in Indian Railways system is sometimes a challenge for passengers. The challenge is to devise an optimization using latest technologies which improves probability of getting ticket, improve booking time and customer experience remarkably. Expectation from solution are (1) Once passenger enters origine and destination, probable options and alternatives should be provided to him, within predefined/limited time frame. This should help passenger in getting confirm seat. (2) Additional functionality could be added to help passenger getting confirmed seats, improve booking time. (3) Data available in public domain/internet can be used by students to approach problem.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Railways,BB233,Hardware,Robotics & Drones,Intelligent Scanning System,"
 We are looking for solution of automatic checking of parcels in parcel offices (both booked by Railway and leaseholders). We are expecting the solution to be (1) Automatic (without human intervention), (2) quick and (3) cost effective. Expectations from solution are (1) It shold automatically detect and check parcels in parcel office (booked by both Railway and leaseholders). Parcels' count and details should be updated to centralised server. (2) Software component should show details of parcels (eg. PRR/PWB no., Source, Destination, To, From, Content, etc.) in parcel office to officials and operators. (3) If parcel is dispatched from parcel office, it should be removed from In Office Parcels and if parcel is received at Parcel office, it should be added to In Office Parcels.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Communications,PJ234,Software,Software - Mobile App development,Detecting Poor Telecom Connectivity (Cellular) regions using user device signal strength,"
 Detecting Poor Telecom Connectivity (Cellular) regions
using user device signal strength.
An APP based solution may be developed for Detecting
Poor Telecom Connectivity (Cellular) regions using user
devise signal strength along with geo coordinates of the
user to a central server. Government authorities can use
that information to assess the poor coverage regions and
take necessary steps to address the issue of poor coverage
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Communications,PJ235,Software,Software - Mobile App development,Mapping of Telecom infrastructure in GIS application,"
 Mapping of Telecom infrastructure in GIS application. At
present GIS based DBT mobile app has feature to search
ATM, Bank Branches, Bank Mitras and places. If this DBT
app include the details of Telecom Infrastructure (Mobile
Towers Wi-Fi Hotspots/APs, Telephone exchanges etc.)
then it would be more useful for Public Government
authorities can also use this information to facilitate Eservices and to provide coverage in Telecom uncovered
areas.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Communications,PJ236,Hardware,Miscellaneous,Solution for initiating some kind of alarm to protect underground fiber while digging the road for construction,"
 Solution for initiating some kind of alarm to protect underground fibre while digging the road for construction any other purpose. Frequent fibre cut is a serious problem being faced by Telecom industry, leading to poor up time of the Telecom Network and poor service to Citizen. Fibre cuts are primarily due to road construction  activities. If at the starting time of digging of road, an alarm can be generated, it may avoid cutting of fibre.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Communications,PJ237,Hardware,Smart Communication,Upgrading 3G Mobile for LTE/4G network,"
 “Upgrading 3G Mobile for LTE/4G network- There are many user with 3G handset who are using mobile services
mainly for voice communications. For example senior citizens, school students/kids (phone given by parents to
be in touch in case of emergency or to just convey the status in reaching or leaving school) helpers
(maid/servants). However, with roll out of LTE/4G network by major telecom operators and voice service (by VoLTE)
at much cheaper cost such subscribers are forced to but a new LTE/4G mobile or to forego such benefits. It may be
worthwhile to explore the possibility of upgrading the 3G mobile handset which already support packet data
functionality, to LTE/4G mobile and to start with focus may be limited to the VoLTE capability along if the cost of
solution with software upgrades and hardware (w.r.t. RF part) vis-avis a new LTE mobile is quite low, it will also help
in reducing the e-waste or recycling of 3G/4G mobile phones.”
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Communications,PJ238,Hardware,Smart Communication,Cost effective innovative solution for long distanch (3 to 8 kms),"
 Cost effective innovative solution for long distanch (3 to 8 kms) wireless (LAN) Broadband Connectivity to sparsely located individual households in rural areas (Last mile
Connectivity) from Fram Panchayat (USO) ONT locations.
Under Bharat Net project of Deptt. Of Telecom, fibres have reached to more than a lakh of Gram Panchayats. But extending broadband connectivity from these Gram Panchayat ONTs to individual households located at a distance of 3 to 8 km is a problem. Extending fibre to individual houses is expensive, messy and very difficult to maintain in far flung rural areas.
WiFi connectivity has short range problem.

Benefits: 

It can offer a cost effective solution to last mile broadband connectivity [problem, which will facilitate greater broadband penetration to rural population.
It will ensure the proper utilization of USOF Bharat Net fibre and also help in bridging the Digital Divide to a greater extent.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Communications,PJ239,Software,Software - Mobile App development,To develop an app and SMS based application which can register the grey market complaint,"
 To develop an app and SMS based application which can register the grey market complaint
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Communications,PJ240,Software,Software - Mobile App development,Development of platform for dialing single emergency no SDC (Short digit code),"
 Development of platform for dialling single emergency no SDC (Short digit code) or just pressing a button in mobile phone using any of the available mobile network,
which will send the live location of the customer to a predetermined server which is to be integrated with the server meant for action program of Disaster management team.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
